coding_interest,writing_interest,design_interest,law_interest,medical_interest,math_comfort,empathy,public_speaking,problem_solving,creativity,biology_interest,portfolio_preference,work_environment,subject_preference,top1,top2,top3
0,0,0,1,0,4,4,5,6,5,4,6,1,Commerce,Legal Advisor,Entrepreneur,Journalist
0,0,0,1,0,7,5,10,5,7,8,8,0,Arts,Legal Advisor,Nurse,Lawyer
0,0,0,1,0,4,10,10,7,9,2,3,1,Science,Legal Advisor,Editor,Doctor
0,0,0,1,0,10,4,9,8,5,3,10,0,Science,Legal Advisor,Marketing Manager,Cybersecurity Analyst
0,0,0,1,0,4,7,10,3,7,6,8,0,Arts,Legal Advisor,Manager,Graphic Designer
0,0,0,1,0,6,4,4,3,9,8,9,1,Arts,Legal Advisor,Accountant,Graphic Designer
0,0,0,1,0,8,5,10,3,4,5,10,0,Science,Legal Advisor,UI/UX Designer,Marketing Manager
0,0,0,1,0,4,9,6,7,7,2,5,0,Science,Legal Advisor,Web Developer,Software Engineer
0,0,0,1,0,3,9,5,6,4,9,1,0,Science,Legal Advisor,Cybersecurity Analyst,Journalist
0,0,0,1,0,7,9,9,7,6,4,10,1,Commerce,Legal Advisor,UI/UX Designer,Manager
0,0,0,1,0,10,7,9,8,3,4,1,0,Arts,Legal Advisor,Content Writer,Nurse
0,0,0,1,0,8,6,10,5,8,3,8,1,Science,Legal Advisor,AI Engineer,Animator
0,0,0,1,0,3,5,8,8,8,2,1,1,Commerce,Legal Advisor,Psychiatrist,Animator
0,0,0,1,0,4,4,6,8,9,5,6,0,Commerce,Legal Advisor,Copywriter,AI Engineer
0,0,0,1,0,10,9,6,4,9,1,1,1,Commerce,Legal Advisor,AI Engineer,Nurse
0,0,0,1,0,9,3,4,6,4,3,5,0,Science,Legal Advisor,Corporate Lawyer,Journalist
0,0,0,1,0,7,6,10,9,5,1,1,1,Arts,Legal Advisor,Animator,Corporate Lawyer
0,0,0,1,0,7,5,9,6,10,3,2,0,Science,Legal Advisor,UI/UX Designer,Marketing Manager
0,0,0,1,0,3,5,8,6,3,6,2,1,Arts,Legal Advisor,Manager,Nurse
0,0,0,1,0,8,4,4,7,6,3,7,0,Arts,Legal Advisor,Fashion Designer,Neurologist
0,0,0,1,0,7,10,6,5,10,3,8,0,Arts,Legal Advisor,Lawyer,Cybersecurity Analyst
0,0,0,1,0,4,4,6,4,7,5,5,0,Commerce,Legal Advisor,Nurse,Cardiologist
0,0,0,1,0,5,5,6,5,3,4,1,1,Science,Legal Advisor,Fashion Designer,Lawyer
0,0,0,1,0,10,6,8,6,6,9,1,1,Arts,Legal Advisor,Fashion Designer,Public Prosecutor
0,0,0,1,0,7,4,5,3,4,4,8,1,Arts,Legal Advisor,Lawyer,Marketing Manager
0,0,0,1,0,8,8,3,3,4,10,9,1,Arts,Legal Advisor,Lawyer,Web Developer
0,0,0,1,0,4,10,10,9,5,2,6,0,Commerce,Legal Advisor,Journalist,Manager
0,0,0,1,0,4,9,7,5,4,4,4,1,Arts,Legal Advisor,Judge,Doctor
0,0,0,1,0,9,4,4,10,4,2,5,0,Arts,Legal Advisor,Entrepreneur,Product Designer
0,0,0,1,0,6,5,10,8,4,9,8,1,Science,Legal Advisor,Manager,Entrepreneur
0,0,0,1,0,9,4,6,9,10,9,7,0,Arts,Legal Advisor,Web Developer,Lawyer
0,0,0,1,0,6,5,8,7,8,9,5,0,Arts,Legal Advisor,Surgeon,AI Engineer
0,0,0,1,0,8,8,3,9,10,4,7,1,Arts,Legal Advisor,Psychiatrist,Public Prosecutor
0,0,0,1,0,6,5,7,5,4,4,8,1,Arts,Legal Advisor,Journalist,Surgeon
0,0,0,1,0,8,7,5,7,9,9,9,0,Commerce,Legal Advisor,Fashion Designer,Radiologist
0,0,0,1,0,10,9,5,7,3,10,4,0,Science,Legal Advisor,Dentist,Data Scientist
0,0,0,1,0,7,7,3,6,4,9,9,0,Arts,Legal Advisor,Journalist,Cybersecurity Analyst
0,0,0,1,0,8,4,10,8,3,3,7,1,Arts,Legal Advisor,Content Writer,Physiotherapist
0,0,0,1,0,10,10,3,5,9,7,5,1,Commerce,Legal Advisor,Cardiologist,Business Analyst
0,0,0,1,0,9,5,5,9,10,2,10,1,Arts,Legal Advisor,Web Developer,Surgeon
0,0,0,1,0,9,7,10,6,10,1,9,0,Commerce,Legal Advisor,Public Prosecutor,Journalist
0,0,0,1,0,4,4,3,6,5,1,4,1,Commerce,Legal Advisor,Manager,Data Scientist
0,0,0,1,0,6,8,3,3,7,3,3,1,Arts,Legal Advisor,Neurologist,Physiotherapist
0,0,0,1,0,3,4,8,4,8,7,2,0,Commerce,Legal Advisor,Physiotherapist,Animator
0,0,0,1,0,5,5,3,9,9,4,8,0,Arts,Legal Advisor,Copywriter,Nurse
0,0,0,1,0,7,6,10,8,7,2,6,1,Commerce,Legal Advisor,Pharmacist,Marketing Manager
0,0,0,1,0,9,7,3,4,6,6,5,0,Commerce,Legal Advisor,Editor,Pharmacist
0,0,0,1,0,4,9,4,7,7,1,10,0,Arts,Legal Advisor,Graphic Designer,Accountant
0,0,0,1,0,4,9,8,3,4,4,3,0,Science,Legal Advisor,Fashion Designer,Neurologist
0,0,0,1,0,9,7,6,5,5,1,10,0,Science,Legal Advisor,Graphic Designer,Cardiologist
0,0,0,1,0,3,6,3,8,10,3,3,0,Commerce,Legal Advisor,Judge,Software Engineer
0,0,0,1,0,3,6,3,10,7,2,2,0,Arts,Legal Advisor,Entrepreneur,Graphic Designer
0,0,0,1,0,6,5,8,7,3,5,4,1,Arts,Legal Advisor,Journalist,Editor
0,0,0,1,0,4,8,8,9,5,7,4,1,Arts,Legal Advisor,Software Engineer,Neurologist
0,0,0,1,0,5,9,6,6,3,10,1,0,Arts,Legal Advisor,Legal Advisor,Radiologist
0,0,0,1,0,7,5,9,10,10,2,9,0,Science,Public Prosecutor,Doctor,Graphic Designer
0,0,0,1,0,8,3,9,8,10,4,8,1,Arts,Public Prosecutor,Doctor,Journalist
0,0,0,1,0,4,3,8,9,10,10,5,0,Commerce,Public Prosecutor,Manager,Cardiologist
0,0,0,1,0,7,9,5,5,3,2,9,1,Science,Public Prosecutor,Product Designer,Entrepreneur
0,0,0,1,0,6,6,7,5,9,5,3,0,Science,Public Prosecutor,Author,Product Designer
0,0,0,1,0,7,8,8,9,10,8,10,0,Science,Public Prosecutor,Lawyer,Cybersecurity Analyst
0,0,0,1,0,6,6,6,5,8,8,3,1,Commerce,Public Prosecutor,Editor,Judge
0,0,0,1,0,3,5,7,6,10,4,6,1,Commerce,Public Prosecutor,Product Designer,Copywriter
0,0,0,1,0,6,9,3,5,5,3,10,1,Science,Public Prosecutor,Manager,Content Writer
0,0,0,1,0,10,8,10,10,3,10,10,1,Commerce,Public Prosecutor,Journalist,UI/UX Designer
0,0,0,1,0,9,4,5,10,5,8,4,1,Science,Public Prosecutor,Public Prosecutor,Journalist
0,0,0,1,0,10,4,4,8,10,10,3,0,Arts,Public Prosecutor,Entrepreneur,Legal Advisor
0,0,0,1,0,5,10,5,6,5,4,3,1,Commerce,Public Prosecutor,Psychiatrist,Neurologist
0,0,0,1,0,7,6,3,7,9,7,3,0,Commerce,Public Prosecutor,AI Engineer,Judge
0,0,0,1,0,6,10,3,5,7,6,2,0,Commerce,Public Prosecutor,Manager,Doctor
0,0,0,1,0,3,10,9,7,3,8,9,0,Arts,Public Prosecutor,Legal Advisor,Data Scientist
0,0,0,1,0,3,10,9,3,6,10,9,1,Science,Public Prosecutor,Accountant,Marketing Manager
0,0,0,1,0,5,7,6,10,3,7,5,0,Arts,Public Prosecutor,Cloud Engineer,Cybersecurity Analyst
0,0,0,1,0,10,5,4,6,10,3,6,1,Commerce,Public Prosecutor,Neurologist,Product Designer
0,0,0,1,0,9,7,8,8,5,8,6,0,Commerce,Public Prosecutor,Nurse,Pharmacist
0,0,0,1,0,8,4,9,7,10,3,8,1,Arts,Public Prosecutor,Business Analyst,Editor
0,0,0,1,0,5,4,5,6,9,8,3,0,Arts,Public Prosecutor,Journalist,Marketing Manager
0,0,0,1,0,6,6,5,4,5,10,4,0,Arts,Public Prosecutor,Doctor,Dentist
0,0,0,1,0,5,6,9,5,10,4,10,1,Commerce,Public Prosecutor,Cardiologist,Judge
0,0,0,1,0,7,9,10,3,9,3,3,0,Science,Public Prosecutor,Content Writer,Legal Advisor
0,0,0,1,0,9,10,4,3,8,5,1,0,Science,Public Prosecutor,UI/UX Designer,Web Developer
0,0,0,1,0,8,6,4,4,8,1,6,1,Arts,Public Prosecutor,Public Prosecutor,Manager
0,0,0,1,0,4,8,7,3,9,2,9,0,Science,Public Prosecutor,Author,Cardiologist
0,0,0,1,0,5,5,3,6,9,3,9,0,Science,Public Prosecutor,Lawyer,Corporate Lawyer
0,0,0,1,0,5,5,7,6,8,2,4,0,Commerce,Public Prosecutor,Surgeon,Corporate Lawyer
0,0,0,1,0,7,3,8,5,6,1,1,1,Commerce,Public Prosecutor,Data Scientist,Author
0,0,0,1,0,4,5,9,8,4,8,2,0,Science,Public Prosecutor,Public Prosecutor,Entrepreneur
0,0,0,1,0,6,5,8,3,8,6,10,0,Arts,Public Prosecutor,Marketing Manager,Cardiologist
0,0,0,1,0,8,4,5,10,7,5,10,0,Commerce,Public Prosecutor,Physiotherapist,Legal Advisor
0,0,0,1,0,8,9,4,3,5,1,4,1,Commerce,Public Prosecutor,Product Designer,Editor
0,0,0,1,0,3,6,7,3,5,7,3,1,Commerce,Public Prosecutor,Public Prosecutor,Product Designer
0,0,0,1,0,4,3,9,10,5,5,1,0,Commerce,Public Prosecutor,Content Writer,Data Scientist
0,0,0,1,0,10,10,5,7,6,5,5,1,Arts,Public Prosecutor,Pharmacist,Physiotherapist
0,0,0,1,0,6,9,3,8,3,9,8,0,Science,Public Prosecutor,Entrepreneur,Software Engineer
0,0,0,1,0,8,8,6,3,7,3,5,0,Science,Public Prosecutor,Editor,Corporate Lawyer
0,0,0,1,0,5,7,7,4,6,7,5,1,Arts,Public Prosecutor,Pharmacist,Cardiologist
0,0,0,1,0,5,4,3,9,5,4,2,0,Arts,Public Prosecutor,Graphic Designer,Neurologist
0,0,0,1,0,10,3,6,8,10,1,6,0,Science,Public Prosecutor,Content Writer,Dentist
0,0,0,1,0,3,9,5,10,6,2,2,1,Commerce,Public Prosecutor,Corporate Lawyer,Marketing Manager
0,0,0,1,0,7,10,5,5,4,9,6,0,Arts,Public Prosecutor,Physiotherapist,Cybersecurity Analyst
0,0,0,1,0,4,8,10,4,10,3,4,0,Science,Public Prosecutor,AI Engineer,UI/UX Designer
0,0,0,1,0,8,3,10,3,3,7,4,1,Arts,Public Prosecutor,Dentist,Radiologist
0,0,0,1,0,8,10,3,7,10,9,7,0,Arts,Public Prosecutor,Journalist,Public Prosecutor
0,0,0,1,0,7,10,3,3,5,6,2,0,Arts,Public Prosecutor,Neurologist,Manager
0,0,0,1,0,3,6,5,6,10,9,7,1,Arts,Public Prosecutor,Manager,Copywriter
0,0,0,1,0,8,5,5,6,9,4,1,1,Commerce,Public Prosecutor,Content Writer,Animator
0,0,0,1,0,4,3,10,4,5,4,2,0,Science,Public Prosecutor,Editor,Copywriter
0,0,0,1,0,10,8,8,9,6,8,8,1,Arts,Public Prosecutor,Public Prosecutor,Journalist
0,0,0,1,0,3,7,3,5,3,4,4,1,Arts,Public Prosecutor,Product Designer,Manager
0,0,0,1,0,3,6,3,3,3,6,8,1,Arts,Public Prosecutor,Radiologist,UI/UX Designer
0,0,0,1,0,9,5,3,8,9,9,10,1,Science,Public Prosecutor,Dentist,Content Writer
0,0,0,1,0,4,5,4,3,6,6,9,1,Arts,Public Prosecutor,Data Scientist,Author
0,0,0,1,0,8,5,3,6,9,9,10,0,Arts,Public Prosecutor,Cardiologist,Psychiatrist
0,0,0,1,0,9,10,10,4,3,6,3,1,Commerce,Public Prosecutor,Judge,Entrepreneur
0,0,0,1,0,9,10,3,5,8,7,8,0,Arts,Public Prosecutor,Cloud Engineer,UI/UX Designer
0,0,1,0,0,4,8,4,6,8,9,9,0,Commerce,UI/UX Designer,Neurologist,Web Developer
0,0,1,0,0,10,3,8,9,10,10,7,0,Arts,UI/UX Designer,Neurologist,Copywriter
0,0,1,0,0,8,10,3,8,5,8,4,1,Commerce,UI/UX Designer,Fashion Designer,Nurse
0,0,1,0,0,3,7,10,3,4,9,9,1,Arts,UI/UX Designer,Author,Editor
0,0,1,0,0,9,6,8,6,10,1,7,0,Commerce,UI/UX Designer,Product Designer,Pharmacist
0,0,1,0,0,7,10,4,4,8,6,1,0,Science,UI/UX Designer,Legal Advisor,Journalist
0,0,1,0,0,7,5,6,9,4,6,7,0,Science,UI/UX Designer,Data Scientist,Author
0,0,1,0,0,4,9,3,3,5,1,5,0,Arts,UI/UX Designer,Copywriter,Content Writer
0,0,1,0,0,6,5,6,8,10,5,8,0,Commerce,UI/UX Designer,Copywriter,Product Designer
0,0,1,0,0,3,7,7,5,5,9,5,0,Commerce,UI/UX Designer,Entrepreneur,Judge
0,0,1,0,0,6,8,9,3,6,3,3,0,Arts,UI/UX Designer,Public Prosecutor,UI/UX Designer
0,0,1,0,0,10,8,10,3,3,2,4,0,Science,UI/UX Designer,Graphic Designer,Cloud Engineer
0,0,1,0,0,7,8,10,3,10,10,7,1,Science,UI/UX Designer,Accountant,Judge
0,0,1,0,0,6,3,4,4,9,5,10,1,Commerce,UI/UX Designer,Lawyer,Doctor
0,0,1,0,0,9,9,3,6,5,3,9,0,Science,UI/UX Designer,Entrepreneur,Graphic Designer
0,0,1,0,0,3,3,6,6,5,4,10,0,Arts,UI/UX Designer,Neurologist,Psychiatrist
0,0,1,0,0,3,8,3,5,6,9,2,0,Commerce,UI/UX Designer,Author,Doctor
0,0,1,0,0,10,4,5,7,8,6,8,1,Arts,UI/UX Designer,Product Designer,Neurologist
0,0,1,0,0,7,3,8,7,5,8,10,1,Commerce,UI/UX Designer,Cardiologist,Cybersecurity Analyst
0,0,1,0,0,10,8,6,3,5,4,9,0,Science,UI/UX Designer,Doctor,Radiologist
0,0,1,0,0,6,7,7,3,9,10,10,0,Commerce,UI/UX Designer,Content Writer,Public Prosecutor
0,0,1,0,0,9,5,7,10,4,8,3,1,Arts,UI/UX Designer,Content Writer,Web Developer
0,0,1,0,0,4,4,3,5,9,9,3,1,Science,UI/UX Designer,AI Engineer,Judge
0,0,1,0,0,5,7,4,8,9,2,10,0,Science,UI/UX Designer,Physiotherapist,AI Engineer
0,0,1,0,0,5,10,4,10,5,1,8,0,Arts,UI/UX Designer,Copywriter,Surgeon
0,0,1,0,0,7,9,3,5,7,2,4,1,Arts,UI/UX Designer,Cloud Engineer,Software Engineer
0,0,1,0,0,4,3,6,6,4,10,6,0,Arts,UI/UX Designer,Journalist,UI/UX Designer
0,0,1,0,0,7,4,7,9,9,5,6,1,Science,UI/UX Designer,Software Engineer,Product Designer
0,0,1,0,0,10,6,3,9,5,4,10,1,Arts,UI/UX Designer,Copywriter,Manager
0,0,1,0,0,8,3,5,10,9,8,3,0,Science,UI/UX Designer,Public Prosecutor,Software Engineer
0,0,1,0,0,9,9,6,5,9,10,4,1,Commerce,UI/UX Designer,Graphic Designer,Business Analyst
0,0,1,0,0,5,4,7,4,3,1,1,1,Arts,UI/UX Designer,Surgeon,Marketing Manager
0,0,1,0,0,6,3,7,9,6,9,5,0,Arts,UI/UX Designer,Business Analyst,Physiotherapist
0,0,1,0,0,7,9,4,7,9,8,4,1,Commerce,UI/UX Designer,Lawyer,Dentist
0,0,1,0,0,4,5,6,3,6,1,4,1,Commerce,UI/UX Designer,Graphic Designer,Software Engineer
0,0,1,0,0,10,9,4,3,3,4,3,1,Science,UI/UX Designer,Copywriter,Web Developer
0,0,1,0,0,10,5,3,6,6,3,5,1,Arts,UI/UX Designer,Journalist,Graphic Designer
0,0,1,0,0,9,7,5,8,5,9,7,1,Arts,UI/UX Designer,Product Designer,Author
0,0,1,0,0,6,3,3,7,3,10,8,1,Arts,UI/UX Designer,Public Prosecutor,Graphic Designer
0,0,1,0,0,7,7,6,8,3,9,2,0,Commerce,UI/UX Designer,Pharmacist,Manager
0,0,1,0,0,6,10,5,5,3,7,8,1,Commerce,UI/UX Designer,Surgeon,Content Writer
0,0,1,0,0,10,3,10,5,7,3,6,0,Science,UI/UX Designer,Public Prosecutor,Corporate Lawyer
0,0,1,0,0,10,5,3,8,5,5,4,1,Science,UI/UX Designer,Manager,Product Designer
0,0,1,0,0,9,9,3,9,5,1,3,0,Arts,UI/UX Designer,Physiotherapist,Corporate Lawyer
0,0,1,0,0,4,9,4,4,7,1,1,0,Science,UI/UX Designer,Accountant,Legal Advisor
0,0,1,0,0,7,10,7,10,3,6,9,1,Arts,UI/UX Designer,Fashion Designer,Web Developer
0,0,1,0,0,4,3,3,5,4,6,4,0,Commerce,UI/UX Designer,Business Analyst,Editor
0,0,1,0,0,7,3,6,6,5,2,2,0,Science,UI/UX Designer,Marketing Manager,Doctor
0,0,1,0,0,5,6,7,8,8,8,3,1,Arts,UI/UX Designer,Copywriter,Marketing Manager
0,0,1,0,0,4,7,4,9,8,6,8,0,Commerce,UI/UX Designer,Legal Advisor,Author
0,0,1,0,0,7,5,7,5,9,8,10,1,Science,UI/UX Designer,Copywriter,Product Designer
0,0,1,0,0,6,8,7,6,6,5,9,0,Commerce,UI/UX Designer,Author,Content Writer
0,0,1,0,0,3,3,8,4,3,6,2,1,Commerce,UI/UX Designer,Accountant,Marketing Manager
0,0,1,0,0,7,7,10,5,8,10,6,1,Commerce,UI/UX Designer,Nurse,Legal Advisor
0,0,1,0,0,9,9,7,10,3,4,6,1,Science,UI/UX Designer,Psychiatrist,Neurologist
0,0,1,0,0,6,3,7,8,8,7,3,1,Science,UI/UX Designer,Content Writer,Dentist
0,0,1,0,0,7,7,4,8,6,7,9,0,Science,UI/UX Designer,Radiologist,Legal Advisor
0,0,1,0,0,4,5,5,7,5,8,1,1,Commerce,UI/UX Designer,Editor,Business Analyst
0,0,1,0,0,5,9,6,3,4,2,8,1,Commerce,UI/UX Designer,Lawyer,Judge
0,0,1,0,0,6,3,10,6,10,5,1,0,Commerce,UI/UX Designer,Radiologist,Copywriter
0,0,1,0,0,4,4,9,7,3,3,4,1,Commerce,Graphic Designer,Nurse,Legal Advisor
0,0,1,0,0,9,4,10,7,7,4,4,0,Arts,Graphic Designer,Lawyer,Entrepreneur
0,0,1,0,0,6,8,3,9,3,2,2,0,Commerce,Graphic Designer,Psychiatrist,Content Writer
0,0,1,0,0,8,4,7,6,7,3,9,0,Commerce,Graphic Designer,AI Engineer,Marketing Manager
0,0,1,0,0,7,7,7,6,10,4,10,0,Commerce,Graphic Designer,Product Designer,Cloud Engineer
0,0,1,0,0,5,7,4,9,6,10,7,1,Science,Graphic Designer,Graphic Designer,Business Analyst
0,0,1,0,0,6,8,7,5,10,10,5,0,Commerce,Graphic Designer,Business Analyst,Psychiatrist
0,0,1,0,0,7,7,4,3,8,5,5,0,Science,Graphic Designer,Graphic Designer,Content Writer
0,0,1,0,0,10,10,5,9,5,3,7,1,Arts,Graphic Designer,Fashion Designer,Accountant
0,0,1,0,0,9,3,9,8,10,9,2,1,Science,Graphic Designer,Radiologist,Fashion Designer
0,0,1,0,0,10,10,3,4,6,10,9,1,Science,Graphic Designer,Business Analyst,Entrepreneur
0,0,1,0,0,6,9,3,5,4,7,3,0,Science,Graphic Designer,Neurologist,Software Engineer
0,0,1,0,0,4,3,9,7,3,8,9,1,Science,Graphic Designer,Doctor,Data Scientist
0,0,1,0,0,9,3,7,4,6,6,7,0,Science,Graphic Designer,Cybersecurity Analyst,Business Analyst
0,0,1,0,0,3,7,6,10,4,9,1,1,Arts,Graphic Designer,Software Engineer,Dentist
0,0,1,0,0,10,6,4,4,5,1,2,0,Science,Graphic Designer,AI Engineer,Business Analyst
0,0,1,0,0,8,10,6,6,6,3,1,0,Arts,Graphic Designer,Psychiatrist,Dentist
0,0,1,0,0,3,10,3,5,10,9,8,1,Science,Graphic Designer,Cybersecurity Analyst,UI/UX Designer
0,0,1,0,0,4,5,5,3,5,10,9,1,Science,Graphic Designer,Manager,Marketing Manager
0,0,1,0,0,3,10,7,8,8,9,6,0,Arts,Graphic Designer,Doctor,Radiologist
0,0,1,0,0,9,4,4,6,6,7,6,0,Arts,Graphic Designer,Neurologist,Doctor
0,0,1,0,0,10,9,6,9,3,6,2,0,Science,Graphic Designer,Data Scientist,Author
0,0,1,0,0,4,7,10,6,6,4,1,0,Commerce,Graphic Designer,Psychiatrist,Editor
0,0,1,0,0,8,5,8,7,4,4,2,1,Science,Graphic Designer,Editor,Marketing Manager
0,0,1,0,0,3,10,4,6,3,5,8,1,Science,Graphic Designer,Physiotherapist,Web Developer
0,0,1,0,0,8,10,8,9,3,3,5,0,Commerce,Graphic Designer,Judge,Dentist
0,0,1,0,0,9,5,5,9,5,6,8,0,Commerce,Graphic Designer,UI/UX Designer,Legal Advisor
0,0,1,0,0,9,5,4,5,8,4,2,0,Arts,Graphic Designer,Pharmacist,Author
0,0,1,0,0,7,7,4,4,7,8,1,1,Commerce,Graphic Designer,Animator,Software Engineer
0,0,1,0,0,8,4,10,10,7,7,1,1,Arts,Graphic Designer,Physiotherapist,Journalist
0,0,1,0,0,5,5,6,3,8,2,3,1,Commerce,Graphic Designer,Neurologist,Cybersecurity Analyst
0,0,1,0,0,7,5,4,8,3,1,7,1,Arts,Graphic Designer,Journalist,Radiologist
0,0,1,0,0,9,10,8,10,8,5,10,0,Arts,Graphic Designer,Fashion Designer,Marketing Manager
0,0,1,0,0,3,4,9,4,6,10,3,1,Commerce,Graphic Designer,Animator,Web Developer
0,0,1,0,0,9,9,8,10,6,7,3,1,Science,Graphic Designer,Web Developer,Editor
0,0,1,0,0,3,3,5,7,3,7,2,0,Arts,Graphic Designer,Graphic Designer,Psychiatrist
0,0,1,0,0,8,7,3,5,10,3,7,0,Arts,Graphic Designer,Cloud Engineer,Editor
0,0,1,0,0,9,6,6,4,4,2,7,0,Arts,Graphic Designer,Web Developer,Fashion Designer
0,0,1,0,0,10,7,8,10,6,3,2,0,Commerce,Graphic Designer,Dentist,Graphic Designer
0,0,1,0,0,8,3,6,3,8,3,3,1,Science,Graphic Designer,Software Engineer,Cardiologist
0,0,1,0,0,7,10,8,6,5,6,2,1,Arts,Graphic Designer,Nurse,Surgeon
0,0,1,0,0,6,10,7,10,6,3,5,1,Commerce,Graphic Designer,Psychiatrist,Corporate Lawyer
0,0,1,0,0,7,3,8,3,3,7,6,1,Science,Graphic Designer,Nurse,Dentist
0,0,1,0,0,5,8,6,8,3,3,9,0,Science,Graphic Designer,Radiologist,Neurologist
0,0,1,0,0,10,6,6,3,5,7,1,1,Arts,Graphic Designer,Legal Advisor,AI Engineer
0,0,1,0,0,7,7,7,4,3,2,3,1,Science,Graphic Designer,Public Prosecutor,Copywriter
0,0,1,0,0,8,9,7,8,5,1,2,1,Commerce,Graphic Designer,Cardiologist,Journalist
0,0,1,0,0,9,4,4,6,5,5,9,1,Science,Graphic Designer,Editor,Content Writer
0,0,1,0,0,8,3,10,3,6,7,8,1,Science,Graphic Designer,Pharmacist,Dentist
0,0,1,0,0,5,9,9,3,8,5,9,1,Science,Graphic Designer,Cloud Engineer,Fashion Designer
0,0,1,0,0,5,3,10,5,8,10,8,0,Commerce,Graphic Designer,Cybersecurity Analyst,Lawyer
0,0,1,0,0,5,6,8,6,4,1,1,1,Commerce,Graphic Designer,Animator,Copywriter
0,0,1,0,0,3,4,7,10,5,4,6,1,Arts,Graphic Designer,Marketing Manager,Journalist
0,0,1,0,0,10,10,5,10,8,3,10,0,Commerce,Graphic Designer,Software Engineer,Author
0,0,1,0,0,5,7,8,7,4,9,7,1,Commerce,Graphic Designer,Copywriter,Accountant
0,0,1,0,0,3,4,10,7,6,3,1,1,Arts,Graphic Designer,Pharmacist,Data Scientist
0,0,1,0,0,9,7,3,3,3,10,9,1,Science,Graphic Designer,Cardiologist,AI Engineer
0,0,1,0,0,8,3,4,5,6,6,5,0,Science,Graphic Designer,UI/UX Designer,Business Analyst
0,0,1,0,0,5,8,9,5,4,1,10,1,Arts,Graphic Designer,Graphic Designer,Nurse
0,0,1,0,0,4,9,6,7,10,4,10,1,Science,Graphic Designer,Surgeon,Psychiatrist
0,0,1,0,0,7,7,4,10,6,8,9,1,Science,Product Designer,Entrepreneur,Data Scientist
0,0,1,0,0,4,5,6,5,5,8,7,1,Arts,Product Designer,Dentist,Judge
0,0,1,0,0,8,7,9,7,5,9,2,1,Commerce,Product Designer,Cardiologist,Surgeon
0,0,1,0,0,10,6,4,10,7,2,5,1,Commerce,Product Designer,Neurologist,Doctor
0,0,1,0,0,8,4,4,4,10,2,9,1,Commerce,Product Designer,Journalist,Manager
0,0,1,0,0,3,6,3,3,4,4,6,1,Commerce,Product Designer,Public Prosecutor,Lawyer
0,0,1,0,0,3,8,8,7,5,8,9,1,Science,Product Designer,AI Engineer,UI/UX Designer
0,0,1,0,0,9,3,10,7,7,9,3,0,Science,Product Designer,Author,Radiologist
0,0,1,0,0,3,8,9,10,10,6,6,0,Commerce,Product Designer,Lawyer,Fashion Designer
0,0,1,0,0,8,7,5,4,9,5,2,1,Arts,Product Designer,Surgeon,Fashion Designer
0,0,1,0,0,5,8,8,8,9,2,2,0,Arts,Product Designer,Physiotherapist,Legal Advisor
0,0,1,0,0,9,4,4,6,9,4,3,0,Arts,Product Designer,Public Prosecutor,Web Developer
0,0,1,0,0,5,7,9,4,8,7,10,0,Arts,Product Designer,Cybersecurity Analyst,AI Engineer
0,0,1,0,0,7,3,9,9,10,2,9,0,Arts,Product Designer,Marketing Manager,Cloud Engineer
0,0,1,0,0,4,4,8,5,8,3,10,0,Arts,Product Designer,Copywriter,Lawyer
0,0,1,0,0,3,5,4,3,4,5,9,0,Commerce,Product Designer,Neurologist,Physiotherapist
0,0,1,0,0,5,4,6,4,10,2,1,1,Science,Product Designer,Lawyer,AI Engineer
0,0,1,0,0,7,7,9,5,7,8,3,0,Arts,Product Designer,Journalist,Editor
0,0,1,0,0,10,8,4,7,4,3,8,1,Arts,Product Designer,Author,Data Scientist
0,0,1,0,0,6,7,6,7,7,1,3,0,Commerce,Product Designer,Graphic Designer,Cardiologist
0,0,1,0,0,9,8,6,5,9,7,3,0,Science,Product Designer,Psychiatrist,Accountant
0,0,1,0,0,3,3,10,9,9,7,8,0,Science,Product Designer,Author,Editor
0,0,1,0,0,6,5,9,10,10,7,10,1,Commerce,Product Designer,Cardiologist,Neurologist
0,0,1,0,0,7,4,5,4,4,3,5,1,Arts,Product Designer,Nurse,Accountant
0,0,1,0,0,7,8,5,4,7,5,5,0,Science,Product Designer,Marketing Manager,Dentist
0,0,1,0,0,7,5,5,9,8,5,10,0,Commerce,Product Designer,Author,Judge
0,0,1,0,0,9,10,6,7,8,10,6,1,Science,Product Designer,Graphic Designer,Editor
0,0,1,0,0,7,9,7,3,5,2,10,1,Science,Product Designer,Dentist,Radiologist
0,0,1,0,0,6,9,4,6,9,6,2,1,Science,Product Designer,Animator,Dentist
0,0,1,0,0,6,4,6,9,8,9,10,1,Arts,Product Designer,Pharmacist,Psychiatrist
0,0,1,0,0,6,8,8,3,4,5,10,1,Commerce,Product Designer,Editor,Corporate Lawyer
0,0,1,0,0,4,10,9,8,6,9,6,0,Arts,Product Designer,Editor,Entrepreneur
0,0,1,0,0,10,5,3,4,6,3,4,1,Commerce,Product Designer,Product Designer,Accountant
0,0,1,0,0,4,8,4,10,6,6,7,1,Commerce,Product Designer,Corporate Lawyer,Public Prosecutor
0,0,1,0,0,9,8,9,4,4,4,6,0,Science,Product Designer,Accountant,Cloud Engineer
0,0,1,0,0,4,7,4,9,6,5,3,0,Science,Product Designer,Cardiologist,Judge
